pre_village,pre_district,pre_cluster,GPS-Altitude,hhh_age,Land_size_agriculture,Time_to_collect_Water_for_Household_use_Minutes,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield,cohort
Ruhunga,Kaliro,Isalo,1048.3,20.0,,180.0,,,,,200.0,115.0,,,,,200.0,2022
Wamusuta,Kaliro,Gadumire,1044.8,60.0,1.0,15.0,,,,,,,,,,,,2022
Butambala,Kaliro,Butambala,1033.8,26.0,3.0,30.0,,,,,300.0,,,,,5.0,,2022
Ireehe,Kaliro,Butambala,1043.5,62.0,2.8,120.0,,,,,,,,,,,,2022
Bukere,Kaliro,Bupyana,1006.0,48.0,0.5,120.0,,,,,,,,,,2.0,,2022
Iguliryo,Kaliro,Panyolo,1022.1,29.0,0.5,60.0,,,,,60.0,,,,,,,2022
Kyamba,Kaliro,Bupyana,1040.1,26.0,1.25,120.0,,,,,,,,,,,,2022
Nyolo,Kaliro,Panyolo,1036.2,32.0,0.7,49.0,43.5,,40.0,,100.0,,,35.0,,30.0,,2022
Nakisenyi,Kaliro,Panyolo,1002.3,45.0,2.3,120.0,,,,,,,,,,,,2022
Iguliryo,Kaliro,Panyolo,1028.0,58.0,2.0,140.0,,,,,120.0,,,,,1.0,,2022
Butambala,Kaliro,Butambala,1024.4,50.0,0.25,160.0,,,,,,,,,,,,2022
Bugonya,Kaliro,Gadumire,1072.0,65.0,1.5,120.0,,,21.0,,200.0,,,,,3.0,,2022
Butambala,Kaliro,Butambala,1032.4,60.0,0.25,10.0,,,,,,,,,,,,2022
Busiro,Kaliro,Panyolo,1040.1,70.0,0.0,120.0,,,,,,,,,,,,2022
Busege,Kaliro,Panyolo,1036.2,19.0,,60.0,,,,,,,,,,,,2022
Namukoko,Kaliro,Bupyana,1052.8,31.0,,25.0,,,,,,,,,,,,2022
Nakisenyi,Kaliro,Panyolo,1020.0,79.0,4.0,60.0,,,,,1000.0,,,,,100.0,,2022
Bukere,Kaliro,Bupyana,1007.7,28.0,0.5,8.0,,,,,,,,,,,28.0,2022
Busiro_Cenral,Kaliro,Panyolo,1055.2,50.0,5.0,20.0,,,,,,,,,,150.0,,2022
Bwisanga_Isalo,Kaliro,Isalo,1018.1,21.0,,60.0,,,,,,,,,,,,2022
Busiro,Kaliro,Panyolo,1048.0,50.0,4.0,180.0,,,,,100.0,128.0,,,,50.0,,2022
Bunabiro,Kaliro,Gadumire,1071.9,33.0,3.5,60.0,,,10.0,,600.0,,,,,6.0,,2022
Nansohera_B,Kaliro,Bupyana,1040.9,75.0,0.0,40.0,,,5.0,,400.0,,,,,,,2022
Nyolo,Kaliro,Panyolo,1021.3,51.0,1.7,80.0,,,,,,,,,,,,2022
Nansohera_A,Kaliro,Bupyana,1046.3,80.0,0.0,20.0,,,13.0,,160.0,,,4.0,,0.0,,2022
Butwoli,Kaliro,Isalo,1056.6,38.0,,20.0,,,,,,,,,,,,2022
Ireehe,Kaliro,Butambala,1024.1,23.0,0.5,10.0,,,,,200.0,,,,,,,2022
Buseru,Kaliro,Butambala,1033.6,70.0,,90.0,,,,,,,,,,4.0,,2022
Bususwa,Kaliro,Gadumire,1025.4,38.0,1.0,120.0,,,,,200.0,,,,,,,2022
Buseru,Kaliro,Butambala,1053.0,24.0,,60.0,,,,,,,,,,,,2022
Kiranga_A,Kaliro,Bupyana,1035.4,25.0,0.0,30.0,,,,,120.0,,,,,,,2022
Kiranga_B,Kaliro,Bupyana,1053.3,23.0,0.8,70.0,,,,,200.0,,,,,,,2022
Bukere,Kaliro,Bupyana,1023.7,35.0,2.7,240.0,,,,,100.0,,,5.0,,30.0,,2022
Namukoko,Kaliro,Bupyana,1043.1,70.0,0.75,15.0,,,,,100.0,,,5.0,,30.0,,2022
Nyolo,Kaliro,Panyolo,1054.4,20.0,0.3,10.0,,,,,,,,,,,,2022
Kiranga_B,Kaliro,Bupyana,1043.1,36.0,1.5,30.0,,,,,,,,,,,,2022
Bukere,Kaliro,Bupyana,1027.8,42.0,2.0,90.0,,,,,1000.0,,,,,,,2022
Buseta,Kaliro,Isalo,1042.4,23.0,0.0,20.0,,,,,,,,,,2.0,,2022
Namukoko,Kaliro,Bupyana,1039.9,31.0,1.0,20.0,,,,,,,,,,,,2022
Bubalala,Kaliro,Butambala,1012.4,61.0,1.5,30.0,,,,,,,,,,,,2022
Nakisenyi,Kaliro,Panyolo,1033.8,37.0,0.5,240.0,,,,,600.0,,,,,10.0,,2022
Bunabiro,Kaliro,Gadumire,1059.9,40.0,2.4,180.0,,,,,80.0,,,,,,,2022
Busiro,Kaliro,Panyolo,1046.4,28.0,2.0,15.0,,,,,152.0,,,,,,,2022
Busiginyi,Kaliro,Isalo,1048.1,38.0,0.0,20.0,,,,,100.0,,,5.0,,30.0,,2022
Bwisanga_Isalo,Kaliro,Isalo,1018.9,25.0,1.8,30.0,,,,,,,,,,2.0,,2022
Bugonya,Kaliro,Gadumire,1054.8,75.0,2.0,10.0,,,,,40.0,,,,,40.0,,2022
Ruhunga,Kaliro,Isalo,1028.6,40.0,0.75,30.0,,,,,,,,,,,,2022
Buseru,Kaliro,Butambala,1020.5,40.0,0.3,190.0,,,6.0,,200.0,,,,,20.0,,2022
Nansohera_A,Kaliro,Bupyana,1033.5,74.0,0.5,40.0,,,4.0,,40.0,,,,,20.0,,2022
Busiro,Kaliro,Panyolo,1042.4,35.0,0.5,240.0,,,3.0,,200.0,,,3.0,,,,2022
Kiranga_B,Kaliro,Bupyana,1047.2,77.0,0.2,40.0,,,,,100.0,,,5.0,,30.0,,2022
Busege,Kaliro,Panyolo,1028.5,35.0,5.0,40.0,,,,,152.0,,,,,15.0,,2022
Buseta,Kaliro,Isalo,1037.5,42.0,0.8,60.0,,,,,100.0,,,,,,,2022
Budongo,Kaliro,Butambala,1038.8,41.0,0.0,70.0,,,,,100.0,,,,,,,2022
Buseru,Kaliro,Butambala,1031.8,64.0,4.0,30.0,,,5.0,,30.0,,,,,,,2022
Wamusuta,Kaliro,Gadumire,1023.7,28.0,,1.0,,,,,100.0,,,,,,,2022
Budongo,Kaliro,Butambala,1027.8,63.0,0.3,70.0,,,,,,,,,,,,2022
Bubalala,Kaliro,Butambala,1028.0,48.0,,60.0,,,,,200.0,,,,,,,2022
Iguliryo,Kaliro,Panyolo,1036.2,50.0,4.0,60.0,,,15.0,,800.0,,,,,,,2022
Kiranga_A,Kaliro,Bupyana,1044.5,40.0,0.0,120.0,,,5.0,,30.0,,,,,,,2022
Busiro_Cenral,Kaliro,Panyolo,1048.1,15.0,,10.0,,,,,,,,,,,,2022
Busege,Kaliro,Panyolo,1017.2,31.0,1.0,45.0,,,,,800.0,,,,,,,2022
Busiro_Cenral,Kaliro,Panyolo,1046.3,46.0,0.5,60.0,,,,,,,,,,,,2022
Budongo,Kaliro,Butambala,1033.0,30.0,,30.0,35.0,,,,300.0,300.0,,,,30.0,,2022
Buvundya,Kaliro,Bupyana,1000.1,23.0,,120.0,,,,,,,,,,,,2022
Busiro_Cenral,Kaliro,Panyolo,1044.7,60.0,2.7,90.0,31.0,,,,60.0,,,,5.0,,,2022
Bususwa,Kaliro,Gadumire,1095.5,67.0,2.5,120.0,,,46.0,,150.0,,,68.0,,8.0,,2022
Isaalo,Kaliro,Isalo,968.9,94.0,0.75,20.0,,,,,200.0,,,,,,,2022
Buvundya,Kaliro,Bupyana,1049.4,47.0,1.0,60.0,,,,,200.0,,,,,,,2022
Buseru,Kaliro,Butambala,1029.7,23.0,0.75,25.0,,,,,600.0,,,,,,,2022
Buseta,Kaliro,Isalo,1030.7,23.0,0.8,20.0,,,,,80.0,,,,,0.0,,2022
Buseru,Kaliro,Butambala,1029.9,24.0,,120.0,,,,,1000.0,,,,,,,2022
Butwoli,Kaliro,Isalo,1033.6,19.0,0.25,120.0,,,,,,,,,,,35.0,2022
Ruhunga,Kaliro,Isalo,1026.5,33.0,,60.0,,,,,100.0,,,5.0,,30.0,,2022
Bugada_Gadumire,Kaliro,Gadumire,1042.6,21.0,0.5,58.0,,,,,100.0,,,,,,,2022
Bukere,Kaliro,Bupyana,1018.0,50.0,0.5,60.0,,,,,,,,,,,,2022
Buseta,Kaliro,Isalo,1050.7,21.0,0.3,30.0,,,,,,,,,,,,2022
Bukere,Kaliro,Bupyana,1046.9,48.0,0.0,80.0,,,,,,,,,,,,2022
Butwoli,Kaliro,Isalo,1020.9,27.0,0.5,60.0,,,,,,,,,,,,2022
Nansohera_A,Kaliro,Bupyana,1031.4,58.0,2.5,120.0,,,,,,,,,,,,2022
Butwoli,Kaliro,Isalo,1032.1,45.0,0.75,60.0,,,,,,,,,,,,2022
Nansohera_A,Kaliro,Bupyana,1035.5,35.0,1.0,10.0,,,,,,,,,,,,2022
Buseru,Kaliro,Butambala,1027.7,45.0,,60.0,,,,,500.0,,,,,10.0,180.0,2022
Nansohera_A,Kaliro,Bupyana,1037.1,47.0,0.5,30.0,,,,,200.0,,,,,,,2022
Iguliryo,Kaliro,Panyolo,1027.0,30.0,1.0,60.0,,,,,200.0,,,,,,,2022
Bwisanga_Isalo,Kaliro,Isalo,1031.7,77.0,,20.0,75.0,,,,80.0,,,2.0,,25.0,,2022
Nansohera_B,Kaliro,Bupyana,1031.8,39.0,0.5,60.0,,,,,100.0,,,5.0,,30.0,,2022
Nabweyo,Kaliro,Gadumire,1037.2,35.0,1.0,60.0,,,,,400.0,,,,,,,2022
Nansohera_A,Kaliro,Bupyana,1030.3,70.0,1.0,60.0,,,,,400.0,,,,,20.0,,2022
Ireehe,Kaliro,Butambala,1029.9,30.0,0.5,60.0,,,,,400.0,,,,,20.0,,2022
Nansohera_B,Kaliro,Bupyana,1051.6,51.0,0.0,140.0,35.0,,,,300.0,300.0,,,,30.0,,2022
Butambala,Kaliro,Butambala,1035.8,42.0,1.0,40.0,,,2.0,,100.0,,,,,,,2022
Buseru,Kaliro,Butambala,1025.6,21.0,0.3,15.0,,,,,,,,,,,,2022
Kyamba,Kaliro,Bupyana,1044.4,79.0,0.9,80.0,,,2.0,,100.0,,,,,,,2022
Iguliryo,Kaliro,Panyolo,1033.3,31.0,1.5,20.0,,,,,200.0,,,,,,,2022
Lake_Nakuwa,Kaliro,Panyolo,1042.5,23.0,0.8,60.0,40.0,,,,,,,,,60.0,,2022
Bugada_Gadumire,Kaliro,Gadumire,982.0,17.0,0.5,60.0,,,,,60.0,,,,,,,2022
Butwoli,Kaliro,Isalo,1021.9,37.0,2.75,30.0,,,,,500.0,,,,,10.0,300.0,2022
Bwisanga_Isalo,Kaliro,Isalo,1071.8,76.0,0.4,30.0,,,,,600.0,,,,,,,2022
Butambala,Kaliro,Butambala,1037.6,21.0,0.0,60.0,,,,,600.0,,,,,,,2022
Ruhunga,Kaliro,Isalo,1056.5,59.0,,60.0,,,,,600.0,,,,,,,2022
Ruhunga,Kaliro,Isalo,1025.9,49.0,1.5,30.0,,,,,600.0,,,,,,,2022
Buvundya,Kaliro,Bupyana,1040.4,30.0,0.25,3.0,,,,,200.0,,,,,,,2022
Nansohera_A,Kaliro,Bupyana,1037.1,37.0,1.0,15.0,,,,,,,,,,,,2022
Butwoli,Kaliro,Isalo,1016.5,30.0,0.75,10.0,,,,,1000.0,,,,,,,2022
Kiranga_B,Kaliro,Bupyana,1024.7,84.0,1.5,30.0,,,,,,,,,,2.0,,2022
Buseru,Kaliro,Butambala,1013.9,33.0,0.5,50.0,,,6.0,,200.0,,,,,20.0,,2022
Bugada_Gadumire,Kaliro,Gadumire,1041.9,48.0,0.25,60.0,,,,,140.0,,,,,,,2022
Kyamba,Kaliro,Bupyana,1041.1,40.0,1.5,120.0,,,,,,,,,,,,2022
Kyamba,Kaliro,Bupyana,1039.2,33.0,1.0,15.0,,,6.0,,200.0,,,,,20.0,,2022
Namukoko,Kaliro,Bupyana,1049.1,59.0,1.0,60.0,,,4.0,,40.0,,,,,20.0,,2022
Busiro_Tabina,Kaliro,Panyolo,1031.6,59.0,1.8,60.0,,,,,240.0,,,,,,,2022
Nyolo,Kaliro,Panyolo,1079.2,32.0,0.8,45.0,49.0,,65.0,80.0,100.0,,,110.0,,2.0,,2022
Isaalo,Kaliro,Isalo,1026.7,27.0,1.0,60.0,,,,,200.0,,,,,,,2022
Gadumire_T/C,Kaliro,Gadumire,1046.5,33.0,0.0,3.0,,,,,200.0,,,,,,,2022
Nyolo,Kaliro,Panyolo,1054.4,70.0,0.5,0.3,,,,,70.0,,,,,15.0,,2022
Buvundya,Kaliro,Bupyana,1031.3,35.0,0.0,60.0,,,,,400.0,,,,,20.0,,2022
Buseta,Kaliro,Isalo,1021.5,34.0,0.25,30.0,,,,,400.0,,,,,20.0,,2022
Bukere,Kaliro,Bupyana,1016.2,40.0,1.0,30.0,,,,,400.0,,,,,20.0,,2022
Ruhunga,Kaliro,Isalo,1044.4,24.0,0.0,60.0,,,,,400.0,,,,,20.0,,2022
Isaalo,Kaliro,Isalo,1031.0,41.0,0.5,40.0,,,,,,,,,,,75.0,2022
Buseta,Kaliro,Isalo,1028.5,30.0,0.9,30.0,,,,,,,,,,,,2022
Buseta,Kaliro,Isalo,1040.4,34.0,0.0,5.0,,,,,,,,,,10.0,,2022
Budongo,Kaliro,Butambala,1027.9,30.0,0.4,30.0,,,,,200.0,40.0,,5.0,,50.0,,2022
Budongo,Kaliro,Butambala,1041.6,38.0,4.0,30.0,,,,,,,,,,,45.0,2022
Nabweyo,Kaliro,Gadumire,0.0,51.0,5.0,120.0,,,,,70.0,,,,,50.0,,2022
Wamusuta,Kaliro,Gadumire,1055.3,33.0,2.0,10.0,,,54.0,,200.0,,,,,,,2022
Gadumire_T/C,Kaliro,Gadumire,1042.0,51.0,2.0,10.0,,,,,240.0,,,,,,,2022
Nansohera_A,Kaliro,Bupyana,1036.0,45.0,0.0,60.0,,,,,,,,,,,,2022
Busiro_Cenral,Kaliro,Panyolo,1034.4,40.0,1.5,120.0,,,,90.0,500.0,80.0,,,,20.0,,2022
Butambala,Kaliro,Butambala,1031.6,30.0,,30.0,,,6.0,,200.0,,,,,20.0,,2022
Lake_Nakuwa,Kaliro,Panyolo,1033.4,62.0,0.5,120.0,,,,,100.0,,,,,,,2022
Nyolo,Kaliro,Panyolo,1049.5,57.0,0.3,10.0,,,,,10.0,,,,,,,2022
Budongo,Kaliro,Butambala,1033.0,23.0,0.25,5.0,,,,,,,,,,10.0,,2022
Buseru,Kaliro,Butambala,1024.1,55.0,1.0,60.0,,,2.0,,100.0,,,,,,,2022
Bunabiro,Kaliro,Gadumire,1055.2,28.0,,90.0,,,,,400.0,84.0,,,,,,2022
Ireehe,Kaliro,Butambala,1038.1,25.0,0.5,30.0,,,,,1000.0,,,,,,,2022
Busiginyi,Kaliro,Isalo,1025.7,62.0,1.5,60.0,,,,,,,,,,,60.0,2022
Bubalala,Kaliro,Butambala,1021.7,31.0,,30.0,,,,,1000.0,,,,,,,2022
Ireehe,Kaliro,Butambala,1036.2,22.0,0.8,60.0,,,,,100.0,,,4.0,,30.0,,2022
Nansohera_B,Kaliro,Bupyana,1048.5,50.0,2.0,60.0,,,6.0,,200.0,,,,,20.0,,2022
Bugada_Gadumire,Kaliro,Gadumire,1052.2,22.0,0.25,60.0,,,,,100.0,,,,,,,2022
Nyolo,Kaliro,Panyolo,1036.3,40.0,1.0,60.0,,,,,200.0,,,,,,,2022
Nabweyo,Kaliro,Gadumire,1032.8,27.0,1.0,180.0,,,,,200.0,,,,,,,2022
Busiro_Tabina,Kaliro,Panyolo,1052.3,53.0,,30.0,,,,,86.0,,,,,,,2022
Nabweyo,Kaliro,Gadumire,1071.4,24.0,,4.0,,,,,2000.0,,,,,15.0,,2022
Bunabiro,Kaliro,Gadumire,1053.7,33.0,1.0,90.0,95.0,,,,1000.0,,,125.0,,8.0,,2022
Wamusuta,Kaliro,Gadumire,1055.0,68.0,2.0,30.0,,,28.0,,160.0,,,,,,,2022
Gadumire_T/C,Kaliro,Gadumire,1062.9,31.0,3.0,120.0,,,,,700.0,,,,,,,2022
Butambala,Kaliro,Butambala,1031.2,30.0,0.0,20.0,,,,,1000.0,,,,,,,2022
Busiro_Tabina,Kaliro,Panyolo,1053.6,53.0,3.0,30.0,,,,,240.0,,,,,,,2022
Bugada_Gadumire,Kaliro,Gadumire,1039.8,83.0,0.5,50.0,,,,,,,,,,,,2022
Kiranga_A,Kaliro,Bupyana,1035.4,58.0,1.0,6.0,,,,,100.0,,,5.0,,30.0,,2022
Butwoli,Kaliro,Isalo,1039.7,19.0,,30.0,,,,,,,,,,,,2022
Isaalo,Kaliro,Isalo,1029.6,20.0,,30.0,,,,,100.0,,,4.0,,30.0,,2022
Butwoli,Kaliro,Isalo,1039.1,26.0,,180.0,,,,,,,,,,10.0,,2022
Bukere,Kaliro,Bupyana,1019.7,68.0,0.5,60.0,,,,,,,,,,4.0,,2022
Iguliryo,Kaliro,Panyolo,1033.5,55.0,2.0,120.0,,,,,,,,,,,,2022
Nakawa,Kaliro,Butambala,1028.2,36.0,0.5,15.0,,,,,400.0,,,,,,,2022
Buvundya,Kaliro,Bupyana,1022.9,52.0,1.0,2.0,,,,,100.0,,,4.0,,30.0,,2022
Bunabiro,Kaliro,Gadumire,1030.4,68.0,3.0,60.0,,,,,400.0,,,,,,,2022
Buvundya,Kaliro,Bupyana,1040.4,60.0,0.75,6.0,,,,,3000.0,,,,,,,2022
Wamusuta,Kaliro,Gadumire,1064.2,21.0,4.0,60.0,,,,,120.0,,,,,20.0,,2022
Nansohera_A,Kaliro,Bupyana,1051.3,83.0,0.5,60.0,,,,,200.0,40.0,,5.0,,50.0,,2022
Kiranga_B,Kaliro,Bupyana,1024.6,85.0,0.5,30.0,55.0,,,,400.0,,,,,,,2022
Bugada_Gadumire,Kaliro,Gadumire,1063.3,42.0,0.5,2.0,,,,,,,,,,,,2022
Buseta,Kaliro,Isalo,1023.6,23.0,0.0,10.0,,,,,,,,,,,,2022
Bukere,Kaliro,Bupyana,1024.3,20.0,,30.0,55.0,,,,400.0,,,,,,,2022
Butambala,Kaliro,Butambala,1038.4,85.0,0.25,60.0,,,21.0,,200.0,,,,,3.0,,2022
Bugada_Gadumire,Kaliro,Gadumire,1061.0,51.0,1.5,2.0,,,8.0,,60.0,,,,,,,2022
Kiranga_A,Kaliro,Bupyana,1035.4,85.0,0.0,20.0,,,13.0,,160.0,,,4.0,,0.0,,2022
Buseru,Kaliro,Butambala,1026.0,35.0,0.25,120.0,55.0,,,,400.0,,,,,,,2022
Ireehe,Kaliro,Butambala,1028.0,40.0,0.4,90.0,55.0,,,,400.0,,,,,,,2022
Butwoli,Kaliro,Isalo,1053.1,40.0,0.75,60.0,,,,,,,,,,,,2022
Busiro,Kaliro,Panyolo,1041.2,22.0,,40.0,,,,,,,,,,,,2022
Bukere,Kaliro,Bupyana,1024.8,50.0,1.0,120.0,55.0,,,,400.0,,,,,,,2022
Ireehe,Kaliro,Butambala,1028.6,35.0,1.9,70.0,,,,,,,,,,4.0,,2022
Bugonya,Kaliro,Gadumire,1083.0,32.0,,40.0,,,,,120.0,,,,,,,2022
Budongo,Kaliro,Butambala,1041.6,71.0,1.0,40.0,,,,,,,,,,,,2022
Busiro_Cenral,Kaliro,Panyolo,1047.7,38.0,,30.0,,,,,400.0,,,,,,,2022
Nakisenyi,Kaliro,Panyolo,1035.4,85.0,,70.0,,,,,80.0,,,,,,,2022
Nyolo,Kaliro,Panyolo,1054.4,53.0,2.0,10.0,,,4.0,,60.0,,,8.0,,,,2022
Busiginyi,Kaliro,Isalo,1046.6,29.0,0.0,60.0,,,83.3,,100.0,,,,,,,2022
Butwoli,Kaliro,Isalo,1039.7,41.0,3.0,10.0,,,6.0,,200.0,,,,,20.0,,2022
Kiranga_B,Kaliro,Bupyana,1020.7,32.0,1.9,75.0,,,,,1200.0,,,,,,,2022
Kiranga_B,Kaliro,Bupyana,1042.5,59.0,0.8,40.0,,,,,1200.0,,,,,,,2022
Ireehe,Kaliro,Butambala,1028.4,19.0,1.0,6.0,,,,,1200.0,,,,,,,2022
Buseta,Kaliro,Isalo,1035.7,52.0,2.0,60.0,,,,,1200.0,,,,,,,2022
Busiginyi,Kaliro,Isalo,1041.5,51.0,,30.0,,,,,1200.0,,,,,,,2022
Isaalo,Kaliro,Isalo,1036.6,72.0,2.5,25.0,,,,,1200.0,,,,,,,2022
Kiranga_A,Kaliro,Bupyana,1037.9,32.0,0.75,60.0,,,,,1200.0,,,,,,,2022
Nyolo,Kaliro,Panyolo,1054.4,61.0,1.5,0.2,,,,,60.0,70.0,,,,50.0,,2022
Namukoko,Kaliro,Bupyana,1047.3,28.0,0.5,20.0,,,,,,,,,,,,2022
Nakawa,Kaliro,Butambala,1024.8,59.0,,20.0,,,,,2400.0,,,,,,,2022
Nansohera_A,Kaliro,Bupyana,1044.2,33.0,2.0,3.0,,,,,,,,,,,,2022
Nakisenyi,Kaliro,Panyolo,973.5,25.0,1.0,120.0,,,,,200.0,,,,,10.0,,2022
Butwoli,Kaliro,Isalo,1037.6,22.0,0.0,15.0,,,,,,,,,,4.0,,2022
Butwoli,Kaliro,Isalo,1039.7,33.0,0.0,30.0,,,,,,,,,,4.0,,2022
Ireehe,Kaliro,Butambala,1041.7,31.0,0.8,60.0,,,6.0,,100.0,,,3.0,,0.0,,2022
Gadumire_T/C,Kaliro,Gadumire,1064.2,26.0,1.0,60.0,,,11.0,,200.0,,,10.0,,,,2022
Busiginyi,Kaliro,Isalo,1014.4,80.0,0.5,60.0,,,,,2400.0,,,,,,,2022
Iguliryo,Kaliro,Panyolo,997.5,24.0,0.25,30.0,,,,,,,,,,,,2022
Busiginyi,Kaliro,Isalo,1050.5,35.0,1.7,30.0,,,,,,,,,,15.0,,2022
Kyamba,Kaliro,Bupyana,1040.1,33.0,0.75,120.0,,,,,,,,,,15.0,,2022
Wamusuta,Kaliro,Gadumire,1054.4,50.0,1.0,10.0,,,,,,,,,,,,2022
Busiro,Kaliro,Panyolo,1042.8,43.0,0.0,3.0,,,,,300.0,160.0,,,,,,2022
Butwoli,Kaliro,Isalo,1040.2,16.0,0.5,20.0,,,6.0,,100.0,,,3.0,,0.0,,2022
Lake_Nakuwa,Kaliro,Panyolo,1031.6,43.0,0.8,60.0,,,,,120.0,,,,,,,2022
Buseru,Kaliro,Butambala,1034.1,58.0,0.0,30.0,,,,,,,,,,,,2022
Namukoko,Kaliro,Bupyana,1054.5,33.0,0.5,10.0,,,,,,,,,,,,2022
Budongo,Kaliro,Butambala,1034.8,42.0,3.5,30.0,,,,,,,,,,,,2022
Busiro_Tabina,Kaliro,Panyolo,1038.3,47.0,2.0,12.0,,,,,,,,,,,,2022
Budongo,Kaliro,Butambala,1034.2,58.0,0.2,70.0,,,12.0,,60.0,,,,,6.0,,2022
Wamusuta,Kaliro,Gadumire,1056.0,59.0,1.0,120.0,,,,,20.0,,,,,,,2022
Kiranga_B,Kaliro,Bupyana,1037.2,71.0,0.7,30.0,,,,,400.0,,,,,,,2022
Buvundya,Kaliro,Bupyana,1017.4,30.0,0.0,60.0,,,,,,,,,,,,2022
Bukere,Kaliro,Bupyana,1023.7,56.0,,15.0,,,6.0,,100.0,,,3.0,,0.0,,2022
Nakawa,Kaliro,Butambala,1018.4,63.0,3.0,10.0,,,,,2400.0,,,,,,,2022
Ireehe,Kaliro,Butambala,1057.1,32.0,,90.0,,,,,400.0,,,,,,,2022
Nyolo,Kaliro,Panyolo,1022.1,48.0,0.25,160.0,,,,,60.0,,,,,20.0,,2022
Ireehe,Kaliro,Butambala,1043.0,25.0,,180.0,,,,,400.0,,,,,,,2022
Nansohera_A,Kaliro,Bupyana,1037.1,25.0,0.5,25.0,,,,,400.0,,,,,,,2022
Kiranga_B,Kaliro,Bupyana,1045.1,57.0,0.8,180.0,,,,,400.0,,,,,,,2022
Busiro,Kaliro,Panyolo,1028.6,36.0,1.3,90.0,,,,,,,,,,,,2022
Ireehe,Kaliro,Butambala,1030.7,32.0,1.8,60.0,,,6.0,,100.0,,,3.0,,0.0,,2022
Bukere,Kaliro,Bupyana,1007.7,23.0,1.5,15.0,,,,,400.0,,,,,,,2022
Kiranga_B,Kaliro,Bupyana,1026.4,45.0,1.5,60.0,,,,,,,,,,,,2022
Ireehe,Kaliro,Butambala,1024.4,28.0,0.0,30.0,,,7.0,,600.0,,,5.0,,30.0,,2022
Buseru,Kaliro,Butambala,1027.5,27.0,,60.0,,,,,,,,,,,,2022
Bukere,Kaliro,Bupyana,1023.7,40.0,1.8,30.0,,,,,,,,,,,,2022
Buseta,Kaliro,Isalo,1032.0,54.0,0.75,160.0,,,,,,,,,,15.0,,2022
Bwisanga_Isalo,Kaliro,Isalo,1065.4,80.0,2.0,30.0,,,,,,,,,,15.0,,2022
Butambala,Kaliro,Butambala,1035.5,80.0,1.0,60.0,,,6.0,,100.0,,,3.0,,0.0,,2022
Busiginyi,Kaliro,Isalo,1023.3,43.0,,30.0,,,,,,,,,,,,2022
Wamusuta,Kaliro,Gadumire,1059.2,59.0,2.5,120.0,,,,,200.0,,,,,50.0,,2022
Gadumire_T/C,Kaliro,Gadumire,1068.7,80.0,0.5,3.0,,,,,,,,,,,,2022
Busiginyi,Kaliro,Isalo,1018.5,37.0,1.0,20.0,,,,,2400.0,,,,,,,2022
Nansohera_B,Kaliro,Bupyana,1053.8,67.0,3.0,60.0,,,,,,,,,,15.0,,2022
Nakawa,Kaliro,Butambala,1028.2,71.0,1.0,20.0,,,,,,,,,,15.0,,2022
Budongo,Kaliro,Butambala,1037.8,23.0,,30.0,,,12.0,,60.0,,,,,6.0,,2022
Kiranga_B,Kaliro,Bupyana,1060.7,65.0,0.8,30.0,,,7.0,,600.0,,,7.0,,30.0,,2022
Ireehe,Kaliro,Butambala,1023.5,35.0,1.0,30.0,,,,,400.0,,,,,,,2022
Buvundya,Kaliro,Bupyana,1020.3,35.0,0.0,120.0,,,7.0,,600.0,,,7.0,,30.0,,2022
Buseta,Kaliro,Isalo,1032.7,24.0,2.8,30.0,,,,,,,,,,15.0,,2022
Nakisenyi,Kaliro,Panyolo,1017.5,40.0,0.0,54.0,,,,,90.0,43.0,,,,,,2022
Kyamba,Kaliro,Bupyana,1060.9,39.0,0.0,60.0,,,,,,,,,,,,2022
Nansohera_B,Kaliro,Bupyana,1054.8,39.0,0.0,90.0,,,,,40.0,,,,,150.0,,2022
Bukere,Kaliro,Bupyana,1023.7,19.0,0.0,30.0,,,,,2400.0,,,,,,,2022
Nansohera_A,Kaliro,Bupyana,1041.7,48.0,,30.0,,,,,140.0,,,,,150.0,,2022
Busege,Kaliro,Panyolo,0.0,40.0,1.0,30.0,,,,,200.0,,,,,5.0,,2022
Bugada_Gadumire,Kaliro,Gadumire,1035.7,42.0,0.5,120.0,,,7.0,,400.0,,,,,30.0,30.0,2022
Nakisenyi,Kaliro,Panyolo,1024.1,29.0,0.3,280.0,,,,,100.0,,,,,,,2022
Busiro,Kaliro,Panyolo,1050.6,57.0,4.0,12.0,,,58.0,,120.0,,,,,,,2022
Buvundya,Kaliro,Bupyana,1026.4,65.0,0.0,2.0,,,,,,,,,,,,2022
Nansohera_B,Kaliro,Bupyana,1050.9,57.0,1.5,60.0,,,,,,,,,,15.0,,2022
Bunabiro,Kaliro,Gadumire,1052.5,36.0,1.0,60.0,,,,,300.0,,,,,15.0,,2022
Buvundya,Kaliro,Bupyana,1017.4,90.0,0.0,15.0,,,,,400.0,,,,,,,2022
Busege,Kaliro,Panyolo,1042.1,23.0,1.0,45.0,,,,,800.0,,,,,20.0,,2022
Isaalo,Kaliro,Isalo,1021.3,20.0,,20.0,,,38.0,,100.0,,,,,,,2022
